카사,145,64,30.44,비만
가바,160,79,30.86,비만
사다,146,71,33.31,비만
파라,179,97,30.27,비만
마마,142,94,46.62,비만
하하,170,58,20.07,정상
마라,184,98,28.95,과체중
차차,140,44,22.45,정상
라가,183,67,20.01,정상
바타,142,73,36.2,비만
카타,191,95,26.04,과체중
사가,195,40,10.52,저체중
자아,166,70,25.4,과체중
다자,158,65,26.04,과체중
카나,184,93,27.47,과체중
다나,152,70,30.3,비만
아라,172,98,33.13,비만
차바,160,66,25.78,과체중
타자,173,45,15.04,저체중
바라,186,67,19.37,정상
아아,163,67,25.22,과체중
가바,142,44,21.82,정상
아아,155,42,17.48,저체중
파라,193,62,16.64,저체중
나바,171,79,27.02,과체중
자사,173,92,30.74,비만
나가,159,81,32.04,비만
다자,197,64,16.49,저체중
다타,195,78,20.51,정상
